Initialised
         12256924 function calls (12247285 primitive calls) in 24.889 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 transforms.py:2344(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1095(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1718(AffineBase)
        4    0.000    0.000    0.000    0.000 docstring.py:35(__init__)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
       19    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
       94    0.000    0.000    0.000    0.000 pyparsing.py:5043(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5844(unicode_set)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1501(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3250(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3269(parseImpl)
       13    0.000    0.000    0.000    0.000 rcsetup.py:336(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 <string>:5(_ASN1Object)
        1    0.000    0.000    0.000    0.000 ssl.py:567(SSLObject)
        3    0.000    0.000    0.000    0.000 {built-in method _socket.inet_aton}
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:129(Calendar)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 client.py:788(HTTPConnection)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 request.py:1664(URLopener)
        1    0.000    0.000    0.000    0.000 inspect.py:2418(Parameter)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:5(Arguments)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2109(Chebyshev)
        1    0.000    0.000    0.000    0.000 laguerre.py:1764(Laguerre)
        1    0.000    0.000    0.000    0.000 <string>:5(DecimalTuple)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
        1    0.000    0.000    0.000    0.000 __init__.py:752(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
        1    0.000    0.000    0.000    0.000 pathlib.py:984(Path)
        1    0.000    0.000    0.000    0.000 datetime.py:337(timedelta)
        6    0.000    0.000    0.000    0.000 copy.py:252(_keep_alive)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:622(_load_backward_compatible)
        6    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
       60    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       20    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <string>:5(ExtType)
        1    0.000    0.000    0.000    0.000 expr.py:698(PandasExprVisitor)
       22    0.000    0.000    0.000    0.000 expr.py:227(_op_maker)
        2    0.000    0.000    0.000    0.000 _style.py:119(__init__)
        1    0.000    0.000    0.000    0.000 format.py:373(DataFrameFormatter)
        1    0.000    0.000    0.000    0.000 internals.py:1852(ExtensionBlock)
       12    0.000    0.000    0.000    0.000 period.py:53(_field_accessor)
       21    0.000    0.000    0.000    0.000 datetimes.py:63(_field_accessor)
       20    0.000    0.000    0.000    0.000 base.py:4736(_make_evaluate_unary)
        1    0.000    0.000    0.000    0.000 groupby.py:2911(Grouping)
        1    0.000    0.000    0.000    0.000 move.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _decorators.py:60(<genexpr>)
        1    0.000    0.000    0.000    0.000 _validators.py:4(<module>)
        2    0.000    0.000    0.000    0.000 common.py:1936(_validate_date_like_dtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:278(validate_ordered)
        1    0.000    0.000    0.000    0.000 console.py:14(detect_console_encoding)
       12    0.000    0.000    0.000    0.000 algorithms.py:1253(_view_wrapper)
        2    0.000    0.000    0.000    0.000 config.py:481(deprecate_option)
        2    0.000    0.000    0.000    0.000 config.py:550(_get_root)
       24    0.000    0.000    0.000    0.000 config.py:761(inner)
        2    0.000    0.000    0.000    0.000 typing.py:280(__init__)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        2    0.000    0.000    0.000    0.000 {instance}
        1    0.000    0.000    0.000    0.000 axis.py:1790(XAxis)
        1    0.000    0.000    0.000    0.000 quiver.py:890(Barbs)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _common.py:263(tzrangebase)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:440(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:1949(RectangleSelector)
        1    0.000    0.000    0.000    0.000 backend_tools.py:35(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:384(ToolQuit)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:3(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:554(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:966(AnchoredOffsetbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:370(Fonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1291(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 mathtext.py:1385(Box)
       24    0.000    0.000    0.000    0.000 dviread.py:124(_dispatch)
        1    0.000    0.000    0.000    0.000 patches.py:3461(CurveFilledAB)
       24    0.000    0.000    0.000    0.000 patches.py:1816(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:1854(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 <string>:5(_XYPair)
        1    0.000    0.000    0.000    0.000 transforms.py:1725(__init__)
        1    0.000    0.000    0.000    0.000 colorbar.py:1058(Colorbar)
       15    0.000    0.000    0.000    0.000 docstring.py:80(__init__)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
       11    0.000    0.000    0.000    0.000 _color_data.py:31(<genexpr>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:484(update_savefig_format)
        6    0.000    0.000    0.000    0.000 rcsetup.py:501(validate_ps_distiller)
        5    0.000    0.000    0.000    0.000 rcsetup.py:607(validate_hinting)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.000    0.000 inspect.py:2700(Signature)
        1    0.000    0.000    0.000    0.000 _distributor_init.py:17(__enter__)
        1    0.000    0.000    0.000    0.000 tempfile.py:631(SpooledTemporaryFile)
       10    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        4    0.000    0.000    0.000    0.000 function_base.py:241(iterable)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 <string>:5(_LoggingWatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:1253(Logger)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:357(notify_all)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        3    0.000    0.000    0.000    0.000 numeric.py:2887(__init__)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        8    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        2    0.000    0.000    0.000    0.000 locale.py:379(normalize)
        1    0.000    0.000    0.000    0.000 re.py:330(filter)
        2    0.000    0.000    0.000    0.000 sre_parse.py:885(addgroup)
        4    0.000    0.000    0.000    0.000 weakref.py:288(update)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:917(_sanity_check)
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 stata.py:2666(StataWriter117)
        1    0.000    0.000    0.000    0.000 pytables.py:69(BinOp)
        1    0.000    0.000    0.000    0.000 excel.py:992(_OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 ops.py:178(Op)
        1    0.000    0.000    0.000    0.000 merge.py:484(_MergeOperation)
        1    0.000    0.000    0.000    0.000 scope.py:80(Scope)
        1    0.000    0.000    0.000    0.000 internals.py:2778(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 groupby.py:355(Grouper)
        6    0.000    0.000    0.000    0.000 nanops.py:92(__init__)
       16    0.000    0.000    0.000    0.000 typing.py:1110(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:371(_FixedOffset)
        2    0.000    0.000    0.000    0.000 __init__.py:205(iteritems)
       10    0.000    0.000    0.000    0.000 decorator.py:220(<genexpr>)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
        1    0.000    0.000    0.000    0.000 sputils.py:16(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _deco}
        1    0.000    0.000    0.000    0.000 backend_agg.py:372(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 scale.py:191(LogScale)
        1    0.000    0.000    0.000    0.000 axis.py:34(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:404(XTick)
        1    0.000    0.000    0.000    0.000 axis.py:2164(YAxis)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:7(Triangulation)
        1    0.000    0.000    0.000    0.000 figure.py:60(AxesStack)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 widgets.py:2538(PolygonSelector)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1096(TimerBase)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:10(Gcf)
        1    0.000    0.000    0.000    0.000 text.py:1280(TextWithDash)
        1    0.000    0.000    0.000    0.000 font_manager.py:516(FontProperties)
        1    0.000    0.000    0.000    0.000 ticker.py:1283(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1810(MaxNLocator)
        1    0.000    0.000    0.000    0.000 collections.py:1297(EventCollection)
        1    0.000    0.000    0.000    0.000 transforms.py:1224(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1865(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2131(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 artist.py:1223(<listcomp>)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        5    0.000    0.000    0.000    0.000 rcsetup.py:644(validate_sketch)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:30(FontconfigPatternParser)
        2    0.000    0.000    0.000    0.000 pyparsing.py:654(__getattr__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3081(parseImpl)
        5    0.000    0.000    0.000    0.000 __init__.py:1876(_str_equal)
        5    0.000    0.000    0.000    0.000 rcsetup.py:324(<listcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:903(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2040(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 core.py:6256(MaskedConstant)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        2    0.000    0.000    0.000    0.000 helper.py:245(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:270(NameValidator)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        3    0.000    0.000    0.000    0.000 index_tricks.py:241(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1585(ArgumentParser)
        1    0.000    0.000    0.000    0.000 __init__.py:1582(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:334(notify)
        6    0.000    0.000    0.000    0.000 case.py:420(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 __init__.py:762(Handler)
        1    0.000    0.000    0.000    0.000 tokenize.py:344(_get_normal_name)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1506(set_string_function)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        3    0.000    0.000    0.000    0.000 pathlib.py:664(_from_parsed_parts)
        7    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
        1    0.000    0.000    0.000    0.000 _globals.py:63(__new__)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 sre_parse.py:452(<listcomp>)
        1    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        4    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
       32    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:47(_w_long)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
       26    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 stata.py:1908(StataWriter)
        1    0.000    0.000    0.000    0.000 json.py:582(Parser)
        1    0.000    0.000    0.000    0.000 html.py:532(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 sql.py:515(SQLTable)
        1    0.000    0.000    0.000    0.000 expr.py:717(Expr)
        1    0.000    0.000    0.000    0.000 pytables.py:4285(GenericTable)
        1    0.000    0.000    0.000    0.000 pytables.py:379(ExprVisitor)
        3    0.000    0.000    0.000    0.000 pytables.py:1530(set_name)
        2    0.000    0.000    0.000    0.000 parsers.py:538(_make_parser_function)
        1    0.000    0.000    0.000    0.000 parsers.py:2015(PythonParser)
        1    0.000    0.000    0.000    0.000 _core.py:1164(BarPlot)
        1    0.000    0.000    0.000    0.000 _converter.py:403(MilliSecondLocator)
        1    0.000    0.000    0.000    0.000 zipfile.py:760(ZipExtFile)
        1    0.000    0.000    0.000    0.000 format.py:1421(EngFormatter)
        1    0.000    0.000    0.000    0.000 internals.py:2545(CategoricalBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2627(DatetimeBlock)
        1    0.000    0.000    0.000    0.000 indexing.py:1915(_iLocIndexer)
        3    0.000    0.000    0.000    0.000 generic.py:255(<dictcomp>)
        1    0.000    0.000    0.000    0.000 datetimelike.py:57(DatelikeOps)
        4    0.000    0.000    0.000    0.000 timedeltas.py:42(_field_accessor)
       20    0.000    0.000    0.000    0.000 ops.py:945(<genexpr>)
        1    0.000    0.000    0.000    0.000 frozen.py:17(FrozenList)
        1    0.000    0.000    0.000    0.000 offsets.py:837(BusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:1092(CustomBusinessMonthEnd)
        1    0.000    0.000    0.000    0.000 groupby.py:5019(DataSplitter)
        1    0.000    0.000    0.000    0.000 _decorators.py:344(docstring_wrapper)
        1    0.000    0.000    0.000    0.000 dtypes.py:11(PandasExtensionDtype)
        1    0.000    0.000    0.000    0.000 base.py:8(_DtypeOpsMixin)
        7    0.000    0.000    0.000    0.000 config.py:789(inner)
        1    0.000    0.000    0.000    0.000 <string>:2(AsyncContextManager)
       15    0.000    0.000    0.000    0.000 typing.py:165(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:160(_TypingBase)
        5    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 reduction.py:244(AbstractReducer)
       37    0.000    0.000    0.000    0.000 context.py:264(<genexpr>)
        1    0.000    0.000    0.000    0.000 csc.py:19(csc_matrix)
        1    0.000    0.000    0.000    0.000 csr.py:23(csr_matrix)
        1    0.000    0.000    0.000    0.000 _ccallback.py:26(LowLevelCallable)
        1    0.000    0.000    0.000    0.000 kdtree.py:77(Rectangle)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:550(FigureManagerQT)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:932(ToolbarQt)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:1115(_BackendQT5)
        1    0.000    0.000    0.000    0.000 __init__.py:96(get_projection_names)
        1    0.000    0.000    0.000    0.000 geo.py:241(_GeoTransform)
        1    0.000    0.000    0.000    0.000 polar.py:86(PolarAffine)
        1    0.000    0.000    0.000    0.000 scale.py:600(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:27(get_projection_names)
        2    0.000    0.000    0.000    0.000 axis.py:663(__init__)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:293(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 table.py:145(CustomCell)
        1    0.000    0.000    0.000    0.000 csv.py:81(DictReader)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 rrule.py:1308(_genitem)
        1    0.000    0.000    0.000    0.000 rrule.py:1409(_rrulestr)
        1    0.000    0.000    0.000    0.000 tz.py:374(tzfile)
        1    0.000    0.000    0.000    0.000 dates.py:951(DateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1031(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1574(MicrosecondLocator)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 widgets.py:61(Widget)
        1    0.000    0.000    0.000    0.000 widgets.py:635(TextBox)
        1    0.000    0.000    0.000    0.000 widgets.py:1440(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 widgets.py:1890(ToolHandles)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3011(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:147(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:832(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:958(ToolPan)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1024(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 image.py:901(NonUniformImage)
        1    0.000    0.000    0.000    0.000 gridspec.py:30(GridSpecBase)
        1    0.000    0.000    0.000    0.000 mathtext.py:746(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 textpath.py:32(__init__)
        1    0.000    0.000    0.000    0.000 afm.py:390(AFM)
        1    0.000    0.000    0.000    0.000 ticker.py:231(TickHelper)
        1    0.000    0.000    0.000    0.000 _cm.py:57(cubehelix)
        1    0.000    0.000    0.000    0.000 transforms.py:55(TransformNode)
        1    0.000    0.000    0.000    0.000 transforms.py:1621(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1777(Affine2DBase)
        1    0.000    0.000    0.000    0.000 docstring.py:61(Appender)
        1    0.000    0.000    0.000    0.000 six.py:195(load_module)
        5    0.000    0.000    0.000    0.000 rcsetup.py:631(validate_bbox)
       11    0.000    0.000    0.000    0.000 rcsetup.py:661(__init__)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:145(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1308(addCondition)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 __init__.py:867(Grouper)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 request.py:2110(FancyURLopener)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        1    0.000    0.000    0.000    0.000 extras.py:1489(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        1    0.000    0.000    0.000    0.000 core.py:6060(mvoid)
        2    0.000    0.000    0.000    0.000 core.py:6348(__setattr__)
        1    0.000    0.000    0.000    0.000 _datasource.py:621(Repository)
        1    0.000    0.000    0.000    0.000 index_tricks.py:446(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1923(suppress_warnings)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 main.py:49(TestProgram)
        1    0.000    0.000    0.000    0.000 string.py:173(Formatter)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:893(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 __init__.py:426(Formatter)
        1    0.000    0.000    0.000    0.000 getlimits.py:62(MachArLike)
        1    0.000    0.000    0.000    0.000 arrayprint.py:810(FloatingFormat)
        1    0.000    0.000    0.000    0.000 numeric.py:2902(_setdef)
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 _internal.py:216(_getintp_ctype)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 enum.py:43(_make_class_unpicklable)
        5    0.000    0.000    0.000    0.000 enum.py:537(_generate_next_value_)
       35    0.000    0.000    0.000    0.000 enum.py:868(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        9    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        6    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        2    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       21    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 testing.py:2652(SubclassedSeries)
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1230(SQLiteTable)
        1    0.000    0.000    0.000    0.000 json.py:431(JsonReader)
        1    0.000    0.000    0.000    0.000 html.py:147(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:425(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 pytables.py:2789(SeriesFixed)
        1    0.000    0.000    0.000    0.000 pytables.py:3784(WORMTable)
        1    0.000    0.000    0.000    0.000 pytables.py:3930(AppendableTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4160(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4227(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4270(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 pytables.py:4371(AppendablePanelTable)
        1    0.000    0.000    0.000    0.000 pytables.py:30(Term)
        1    0.000    0.000    0.000    0.000 excel.py:332(ExcelFile)
        1    0.000    0.000    0.000    0.000 excel.py:1442(_XlwtWriter)
        1    0.000    0.000    0.000    0.000 excel.py:1568(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 pytables.py:1391(TableIterator)
        3    0.000    0.000    0.000    0.000 pytables.py:1545(set_pos)
        1    0.000    0.000    0.000    0.000 parsers.py:713(TextFileReader)
        1    0.000    0.000    0.000    0.000 parsers.py:1234(ParserBase)
        1    0.000    0.000    0.000    0.000 parsers.py:1680(CParserWrapper)
        1    0.000    0.000    0.000    0.000 merge.py:1254(_AsOfMerge)
        1    0.000    0.000    0.000    0.000 window.py:1682(RollingGroupby)
        1    0.000    0.000    0.000    0.000 _core.py:933(LinePlot)
        1    0.000    0.000    0.000    0.000 _converter.py:53(get_pairs)
        1    0.000    0.000    0.000    0.000 _converter.py:158(TimeConverter)
        1    0.000    0.000    0.000    0.000 accessors.py:189(TimedeltaProperties)
        1    0.000    0.000    0.000    0.000 _core.py:804(PlanePlot)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:534(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 zipfile.py:740(_Tellable)
        3    0.000    0.000    0.000    0.000 series.py:111(_coerce_method)
        1    0.000    0.000    0.000    0.000 common.py:453(MMapWrapper)
        1    0.000    0.000    0.000    0.000 internals.py:5755(JoinUnit)
        1    0.000    0.000    0.000    0.000 internals.py:1694(ScalarBlock)
        1    0.000    0.000    0.000    0.000 internals.py:1717(NonConsolidatableMixIn)
        1    0.000    0.000    0.000    0.000 internals.py:2125(DatetimeLikeBlockMixin)
        1    0.000    0.000    0.000    0.000 internals.py:2150(TimeDeltaBlock)
        1    0.000    0.000    0.000    0.000 internals.py:2293(ObjectBlock)
        8    0.000    0.000    0.000    0.000 range.py:578(_make_evaluate_binop)
        4    0.000    0.000    0.000    0.000 strings.py:1849(_pat_wrapper)
        1    0.000    0.000    0.000    0.000 frozen.py:84(FrozenNDArray)
        6    0.000    0.000    0.000    0.000 offsets.py:2207(_tick_comp)
        1    0.000    0.000    0.000    0.000 easter.py:5(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:924(CustomBusinessHour)
        1    0.000    0.000    0.000    0.000 offsets.py:1099(CustomBusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 offsets.py:1201(SemiMonthEnd)
        1    0.000    0.000    0.000    0.000 offsets.py:1441(WeekOfMonth)
        1    0.000    0.000    0.000    0.000 offsets.py:1513(LastWeekOfMonth)
        1    0.000    0.000    0.000    0.000 groupby.py:4928(PanelGroupBy)
        1    0.000    0.000    0.000    0.000 nonreduce.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:84(Timer)
        4    0.000    0.000    0.000    0.000 missing.py:458(_interp_wrapper)
